max_ma,min_ma,genus,lng,lat,lithology1,environment,time_bins,Orn0Saur1
83.5,66.0,Pachyrhinosaurus,-112.989502,49.9175,claystone,dry floodplain,Campanian,0
83.5,66.0,Anchiceratops,-112.989502,49.9175,claystone,dry floodplain,Campanian,0
70.6,66.0,Edmontonia,-112.985298,49.912998,claystone,fluvial-deltaic,Maastrichtian,0
83.5,66.0,Edmontosaurus,-112.993202,49.9147,not reported,terrestrial,Campanian,0
83.5,66.0,Edmontonia,-150.005554,62.500557,claystone,marine,Campanian,0
109.0,93.5,Sauropelta,-108.141403,45.438999,sandstone,channel,Albian,0
113.0,100.5,Hadrosauropodus,-103.827499,35.6884,sandstone,fluvial-deltaic,Albian,0
113.0,100.5,Amblydactylus,-103.827499,35.6884,sandstone,fluvial-deltaic,Albian,0
83.6,72.1,Claosaurus,-102.898003,43.667999,not reported,marine,Campanian,0
70.6,66.0,Triceratops,-106.908333,42.155556,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-106.883698,42.090302,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Pachycephalosaurus,-104.622322,43.151543,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.1978,41.907799,sandstone,terrestrial,Maastrichtian,0
150.8,145.0,Camptosaurus,-109.317497,40.4436,mudstone,crevasse splay,Tithonian,0
105.3,99.6,Texasetes,-97.320831,32.725277,mudstone,marine,Albian,0
125.0,113.0,Psittacosaurus,101.733887,45.395,claystone,lacustrine,Aptian,0
201.3,196.5,Anomoepus,-113.356201,37.018902,sandstone,floodplain,Sinemurian,0
113.0,100.5,Caririchnium,-103.297897,36.574799,sandstone,marine,Albian,0
113.0,100.5,Caririchnium,-100.622101,36.828201,sandstone,delta plain,Albian,0
83.5,66.0,Pachyrhinosaurus,-112.99836,49.91576,not reported,terrestrial,Campanian,0
140.2,136.4,Barilium,-0.560833,50.865833,claystone,terrestrial,Valanginian,0
129.4,125.0,Hylaeosaurus,-0.2,50.983299,claystone,terrestrial,Barremian,0
140.2,136.4,Hylaeosaurus,-0.172222,51.086388,sandstone,terrestrial,Valanginian,0
125.0,109.0,Iguanodon,-1.313889,50.587223,not reported,terrestrial,Aptian,0
145.0,132.9,Iguanodon,-0.349444,51.049721,claystone,terrestrial,Valanginian,0
145.0,139.8,Iguanodon,-1.969722,50.626389,sandstone,terrestrial,Berriasian,0
145.0,140.2,Owenodon,-1.949167,50.602222,limestone,marine,Berriasian,0
145.0,140.2,Owenodon,-2.246667,50.623333,not reported,terrestrial,Berriasian,0
152.1,145.0,Owenodon,-0.846389,51.801109,not reported,terrestrial,Tithonian,0
145.0,140.2,Hypselospinus,-0.4,54.266666,claystone,terrestrial,Berriasian,0
145.0,140.2,Echinodon,-2.029722,50.610832,claystone,terrestrial,Berriasian,0
145.0,140.2,Echinodon,-2.029722,50.610832,claystone,terrestrial,Berriasian,0
105.3,99.6,Amblydactylus,-155.463333,69.048615,not reported,terrestrial,Albian,0
105.3,99.6,Amblydactylus,-153.909729,69.007225,not reported,terrestrial,Albian,0
105.3,99.6,Texasetes,-97.333336,32.933334,not reported,marginal marine,Albian,0
99.6,93.5,Eolambia,-111.0,39.0,not reported,terrestrial,Cenomanian,0
93.5,89.3,Zuniceratops,-108.849998,35.066666,siltstone,terrestrial,Turonian,0
93.5,89.3,Zuniceratops,-108.849998,35.066666,mudstone,crevasse splay,Turonian,0
93.5,89.3,Jeyawati,-108.849998,35.066666,mudstone,fluvial,Turonian,0
99.6,93.5,Caririchnium,-107.419403,34.309898,sandstone,terrestrial,Cenomanian,0
109.0,105.3,Tetrapodosaurus,-119.166664,54.049999,not reported,fluvial-deltaic,Albian,0
109.0,105.3,Tetrapodosaurus,-119.25,54.033333,not reported,mire,Albian,0
109.0,105.3,Tetrapodosaurus,-119.283333,54.033333,sandstone,fluvial-deltaic,Albian,0
109.0,105.3,Tetrapodosaurus,-119.199997,54.033333,not reported,fluvial-deltaic,Albian,0
109.0,105.3,Tetrapodosaurus,-119.308334,54.041668,sandstone,fluvial-deltaic,Albian,0
83.5,70.6,Achelousaurus,-112.642014,48.970821,siltstone,terrestrial,Campanian,0
113.0,100.5,Tenontosaurus,-108.811302,45.341301,mudstone,terrestrial,Albian,0
83.5,70.6,Gasparinisaura,-68.030663,-38.844536,mudstone,floodplain,Campanian,0
125.0,113.0,Psittacosaurus,120.033302,41.25,not reported,terrestrial,Aptian,0
125.0,113.0,Psittacosaurus,120.033302,41.25,not reported,terrestrial,Aptian,0
125.0,113.0,Psittacosaurus,120.033302,41.25,not reported,terrestrial,Aptian,0
125.0,113.0,Psittacosaurus,120.033302,41.25,not reported,terrestrial,Aptian,0
83.5,70.6,Agujaceratops,-103.201477,29.174419,claystone,interdistributary bay,Campanian,0
83.5,70.6,Agujaceratops,-103.550743,29.251589,not reported,terrestrial,Campanian,0
83.5,70.6,Agujaceratops,-103.637131,29.225201,not reported,terrestrial,Campanian,0
83.5,70.6,Corythosaurus,-111.604233,50.823826,siltstone,channel,Campanian,0
83.5,70.6,Styracosaurus,-111.395149,50.747826,sandstone,channel,Campanian,0
228.0,208.5,Krzyzanowskisaurus,-109.316704,34.533298,not reported,terrestrial,Norian,0
125.45,122.46,Mantellisaurus,0.732222,51.189999,limestone,marine,Aptian,0
145.0,132.9,Iguanodon,-0.349444,51.049721,claystone,terrestrial,Valanginian,0
140.2,136.4,Barilium,0.566944,50.874722,claystone,lacustrine,Valanginian,0
152.1,139.8,Anomoepus,-114.883331,49.333332,sandstone,terrestrial,Tithonian,0
152.1,139.8,Neoanomoepus,-115.0,50.083332,not reported,terrestrial,Tithonian,0
125.0,100.5,Amblydactylus,-122.269402,56.025101,not reported,terrestrial,Albian,0
113.0,100.5,Amblydactylus,-122.198334,56.02972,sandstone,terrestrial,Albian,0
125.0,100.5,Amblydactylus,-122.644447,55.933056,not reported,terrestrial,Albian,0
125.0,100.5,Amblydactylus,-122.644447,55.933056,not reported,terrestrial,Albian,0
99.6,93.5,Tetrapodosaurus,-121.25,55.0,not reported,terrestrial,Cenomanian,0
99.6,93.5,Tetrapodosaurus,-121.199997,55.733334,siltstone,terrestrial,Cenomanian,0
140.2,136.4,Hypselospinus,0.556111,50.884998,not reported,lacustrine,Valanginian,0
145.0,132.9,Iguanodon,0.522778,51.073891,claystone,terrestrial,Valanginian,0
83.5,70.6,Hadrosauropodus,-119.366669,55.049999,sandstone,terrestrial,Campanian,0
140.2,130.0,Iguanodon,0.441246,50.833755,sandstone,terrestrial,Valanginian,0
140.2,136.4,Hypselospinus,-0.560833,50.865833,sandstone,terrestrial,Valanginian,0
113.0,100.5,Amblydactylus,-103.297897,36.574799,sandstone,marine,Albian,0
70.6,66.0,Triceratops,-104.662415,43.298447,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.624504,43.255741,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.657974,43.200047,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.547592,43.219185,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.547592,43.219185,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.553886,43.213612,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.553886,43.213612,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.553055,43.15778,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.563087,43.132011,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.476509,43.164665,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.479118,43.157288,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.466469,43.209248,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.463478,43.193295,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.473907,43.188305,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.544395,43.15831,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.419998,43.311951,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.514442,43.183613,not reported,terrestrial,Maastrichtian,0
196.5,189.6,Scelidosaurus,-2.903611,50.737499,marl,marine,Sinemurian,0
155.7,145.0,Camptosaurus,-102.824997,36.897499,claystone,wet floodplain,Tithonian,0
83.6,72.1,Dinosauropodes,-110.919899,39.693802,peat,mire,Campanian,0
83.6,72.1,Dinosauropodes,-110.919899,39.693802,peat,mire,Campanian,0
83.6,72.1,Dinosauropodes,-110.919899,39.693802,peat,mire,Campanian,0
113.0,100.5,Tetrapodosaurus,-119.291664,54.416668,sandstone,floodplain,Albian,0
113.0,100.5,Tetrapodosaurus,-119.308334,54.049999,not reported,floodplain,Albian,0
113.0,100.5,Tetrapodosaurus,-119.275002,54.033333,sandstone,floodplain,Albian,0
113.0,100.5,Tetrapodosaurus,-119.26667,54.033333,sandstone,floodplain,Albian,0
113.0,100.5,Tetrapodosaurus,-119.25,54.016666,not reported,mire,Albian,0
113.0,100.5,Tetrapodosaurus,-119.25,54.016666,not reported,mire,Albian,0
113.0,100.5,Tetrapodosaurus,-119.26667,54.25,not reported,mire,Albian,0
113.0,100.5,Tetrapodosaurus,-119.23333,54.033333,not reported,terrestrial,Albian,0
113.0,100.5,Tetrapodosaurus,-119.23333,54.041668,not reported,terrestrial,Albian,0
113.0,100.5,Tetrapodosaurus,-119.23333,54.049999,not reported,terrestrial,Albian,0
113.0,100.5,Tetrapodosaurus,-119.183334,54.033333,not reported,terrestrial,Albian,0
130.0,122.46,Psittacosaurus,120.8722,41.601398,shale,lacustrine,Barremian,0
72.1,66.0,Pachyrhinosaurus,-125.82917,64.555557,not reported,floodplain,Maastrichtian,0
125.0,113.0,Amblydactylus,-122.182503,55.968613,siltstone,terrestrial,Aptian,0
122.46,112.03,Tenontosaurus,-97.89389,32.755554,sandstone,estuary,Aptian,0
70.6,66.0,Stegoceras,-106.266701,47.666698,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Pachycephalosaurus,-106.300003,47.666698,not reported,terrestrial,Maastrichtian,0
83.6,66.0,Sektensaurus,-68.622223,-45.597778,sandstone,floodplain,Campanian,0
83.6,72.1,Tanius,120.658997,36.886501,mudstone,crevasse splay,Campanian,0
83.6,72.1,Tsintaosaurus,120.658997,36.886501,mudstone,crevasse splay,Campanian,0
83.6,66.0,Talenkauen,-72.107224,-49.854443,not reported,terrestrial,Campanian,0
201.3,190.8,Anomoepus,-72.514664,42.606197,sandstone,terrestrial,Sinemurian,0
201.3,199.3,Anomoepus,-72.530952,42.606773,siltstone,fluvial-lacustrine,Hettangian,0
201.3,199.3,Anomoepus,-72.530952,42.606773,siltstone,fluvial-lacustrine,Hettangian,0
201.3,199.3,Anomoepus,-72.530952,42.606773,siltstone,fluvial-lacustrine,Hettangian,0
201.3,190.8,Anomoepus,-72.535553,42.609165,sandstone,fluvial-lacustrine,Sinemurian,0
201.3,190.8,Anomoepus,-72.535553,42.609165,sandstone,fluvial-lacustrine,Sinemurian,0
201.3,190.8,Anomoepus,-72.535553,42.609165,sandstone,fluvial-lacustrine,Sinemurian,0
201.3,190.8,Anomoepus,-72.535553,42.609165,sandstone,fluvial-lacustrine,Sinemurian,0
201.3,190.8,Anomoepus,-72.535553,42.609165,sandstone,fluvial-lacustrine,Sinemurian,0
83.5,70.6,Spheroolithus,-112.577003,49.283001,mudstone,terrestrial,Campanian,0
83.5,70.6,Spheroolithus,-112.577003,49.138,mudstone,terrestrial,Campanian,0
201.3,190.8,Anomoepus,-72.550308,42.517487,sandstone,fluvial-lacustrine,Sinemurian,0
201.3,190.8,Anomoepus,-72.559174,42.28056,mudstone,fluvial-lacustrine,Sinemurian,0
201.3,190.8,Anomoepus,-72.566666,42.273609,sandstone,fluvial-lacustrine,Sinemurian,0
201.3,190.8,Anomoepus,-72.552864,42.611198,sandstone,fluvial-lacustrine,Sinemurian,0
201.3,190.8,Anomoepus,-72.552864,42.611198,sandstone,fluvial-lacustrine,Sinemurian,0
201.3,190.8,Anomoepus,-72.549606,42.612213,sandstone,fluvial-lacustrine,Sinemurian,0
201.3,190.8,Anomoepus,-72.549606,42.612213,sandstone,fluvial-lacustrine,Sinemurian,0
201.3,190.8,Anomoepus,-72.549606,42.612213,sandstone,fluvial-lacustrine,Sinemurian,0
201.3,190.8,Anomoepus,-72.549606,42.612213,sandstone,fluvial-lacustrine,Sinemurian,0
201.3,190.8,Anomoepus,-72.549606,42.612213,sandstone,fluvial-lacustrine,Sinemurian,0
201.3,190.8,Anomoepus,-72.657867,41.725101,shale,fluvial-lacustrine,Sinemurian,0
201.3,190.8,Anomoepus,-72.639221,41.693111,shale,fluvial-lacustrine,Sinemurian,0
201.3,190.8,Anomoepus,-72.639221,41.693111,shale,fluvial-lacustrine,Sinemurian,0
201.3,190.8,Anomoepus,-72.577133,42.158909,shale,lacustrine,Sinemurian,0
152.1,145.0,Dryosaurus,-108.827545,38.316418,mudstone,wet floodplain,Tithonian,0
155.7,145.0,Dryosaurus,-108.767525,39.148319,mudstone,floodplain,Tithonian,0
83.6,72.1,Hypacrosaurus,-112.642014,48.91082,mudstone,terrestrial,Campanian,0
83.6,72.1,Hypacrosaurus,-112.642014,48.91082,mudstone,terrestrial,Campanian,0
83.6,72.1,Hypacrosaurus,-112.642014,48.91082,mudstone,terrestrial,Campanian,0
83.6,72.1,Hypacrosaurus,-112.642014,48.91082,mudstone,terrestrial,Campanian,0
83.6,72.1,Hypacrosaurus,-112.642014,48.91082,mudstone,terrestrial,Campanian,0
83.6,72.1,Hypacrosaurus,-112.642014,48.91082,mudstone,terrestrial,Campanian,0
83.6,72.1,Hypacrosaurus,-113.75,48.630001,mudstone,fine channel fill,Campanian,0
83.5,70.6,Hypacrosaurus,-112.199997,49.283054,mudstone,terrestrial,Campanian,0
83.5,70.6,Hypacrosaurus,-112.199997,49.283054,mudstone,terrestrial,Campanian,0
83.6,72.1,Hypacrosaurus,-112.199997,49.283054,mudstone,terrestrial,Campanian,0
83.6,72.1,Hypacrosaurus,-112.583389,48.483032,mudstone,terrestrial,Campanian,0
85.8,70.6,Maiasaura,-112.183609,47.812222,not reported,terrestrial,Campanian,0
85.8,70.6,Orodromeus,-112.183609,47.812222,not reported,terrestrial,Campanian,0
72.1,66.0,Torosaurus,-103.8424,45.461102,claystone,terrestrial,Maastrichtian,0
89.8,83.6,Jaxartosaurus,70.701363,40.692711,conglomerate,terrestrial,Coniacian,0
89.8,83.6,Bactrosaurus,70.701363,40.692711,conglomerate,terrestrial,Coniacian,0
89.8,83.6,Kazaklambia,69.390282,41.7038,conglomerate,deltaic,Coniacian,0
86.3,70.6,Aralosaurus,64.650002,45.950001,claystone,fluvial-lacustrine,Campanian,0
83.6,72.1,Brachylophosaurus,-109.469398,46.454269,not reported,marine,Campanian,0
129.4,113.0,Psittacosaurus,87.999168,55.87611,sandstone,fluvial-lacustrine,Aptian,0
129.4,113.0,Psittacosaurus,87.999168,55.87611,sandstone,fluvial-lacustrine,Aptian,0
129.4,113.0,Psittacosaurus,91.813614,56.527222,sandstone,terrestrial,Aptian,0
70.6,66.0,Riabininohadros,33.861565,44.74609,limestone,marine,Maastrichtian,0
72.1,66.0,Saurolophus,101.275002,43.491669,not reported,terrestrial,Maastrichtian,0
83.5,70.6,Pinacosaurus,103.692329,44.156948,sandstone,eolian,Campanian,0
83.5,70.6,Protoceratops,103.692329,44.156948,sandstone,eolian,Campanian,0
122.46,109.0,Tenontosaurus,-96.099998,34.400002,not reported,terrestrial,Aptian,0
83.6,72.1,Spheroolithus,-112.182777,47.8125,mudstone,floodplain,Campanian,0
70.6,66.0,Edmontosaurus,-101.5,46.900002,siltstone,fluvial,Maastrichtian,0
105.3,93.5,Tenontosaurus,-111.288902,42.986301,siltstone,fluvial,Cenomanian,0
83.5,70.6,Panoplosaurus,-109.5,49.099998,not reported,terrestrial,Campanian,0
83.5,70.6,Edmontonia,-109.5,49.099998,not reported,terrestrial,Campanian,0
83.5,70.6,Stegoceras,-109.5,49.099998,not reported,terrestrial,Campanian,0
70.6,66.0,Triceratops,-107.400002,49.400002,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Alaskacephale,-151.194565,69.91745,not reported,terrestrial,Maastrichtian,0
83.6,72.1,Pinacosaurus,100.901947,43.664444,sandstone,eolian,Campanian,0
83.5,70.6,Stegoceras,-108.568695,36.485283,not reported,terrestrial,Campanian,0
83.5,70.6,Sphaerotholus,-108.166946,36.269444,not reported,terrestrial,Campanian,0
72.1,66.0,Sphaerotholus,-104.952904,45.7845,not reported,terrestrial,Maastrichtian,0
136.4,130.0,Mantellisaurus,4.95,48.5,limestone,shallow subtidal,Valanginian,0
130.0,125.45,Iguanodon,5.019158,48.701614,claystone,marine,Barremian,0
130.0,125.45,Iguanodon,4.95,48.633301,sandstone,terrestrial,Barremian,0
70.6,66.0,Leptoceratops,-110.376114,44.060001,conglomerate,terrestrial,Maastrichtian,0
145.0,140.2,Polacanthus,-1.418,50.633999,not reported,terrestrial,Berriasian,0
83.5,70.6,Parasaurolophus,-108.256111,36.277779,not reported,terrestrial,Campanian,0
83.5,70.6,Parasaurolophus,-108.083336,36.5,not reported,terrestrial,Campanian,0
145.0,140.2,Iguanodontipus,9.201667,52.443611,mudstone,fine channel fill,Berriasian,0
83.5,66.0,Rhabdodon,-0.9667,39.599998,marl,mire,Campanian,0
83.5,66.0,Struthiosaurus,-0.9667,39.599998,marl,mire,Campanian,0
105.3,99.6,Polacanthus,-1.339403,50.601925,sandstone,terrestrial,Albian,0
83.5,70.6,Stegoceras,-111.59536,50.815033,sandstone,channel lag,Campanian,0
150.8,145.0,Camptosaurus,-109.300552,40.441387,sandstone,coarse channel fill,Tithonian,0
83.5,70.6,Kritosaurus,-107.887901,36.183899,not reported,terrestrial,Campanian,0
83.5,70.6,Pentaceratops,-108.226997,36.285702,not reported,terrestrial,Campanian,0
83.6,72.1,Hypacrosaurus,-112.470001,48.463612,not reported,terrestrial,Campanian,0
83.6,72.1,Cerasinops,-112.470001,48.463612,not reported,terrestrial,Campanian,0
83.6,72.1,Cerasinops,-112.470001,48.463612,not reported,terrestrial,Campanian,0
70.6,66.0,Thescelosaurus,-106.277779,47.812222,sandstone,terrestrial,Maastrichtian,0
72.1,66.0,Thescelosaurus,-105.977776,47.682777,claystone,terrestrial,Maastrichtian,0
83.5,70.6,Nodocephalosaurus,-108.209099,36.343899,mudstone,terrestrial,Campanian,0
70.6,66.0,Triceratops,-108.816666,49.516666,sandstone,channel,Maastrichtian,0
70.6,66.0,Triceratops,-108.816666,49.516666,sandstone,channel,Maastrichtian,0
113.0,100.5,Hadrosauropodus,-104.376945,36.047501,not reported,terrestrial,Albian,0
113.0,100.5,Hadrosauropodus,-104.053299,36.4884,sandstone,terrestrial,Albian,0
70.6,66.0,Edmontosaurus,-104.610558,43.488888,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.610558,43.488888,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Edmontosaurus,-104.610558,43.488888,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.366386,43.301666,not reported,terrestrial,Maastrichtian,0
201.3,190.8,Anomoepus,-72.566666,42.273609,sandstone,fluvial-lacustrine,Sinemurian,0
99.6,93.5,Caririchnium,129.220276,42.89389,sandstone,fluvial,Cenomanian,0
113.0,100.5,Hadrosauropodus,-104.175003,37.727501,not reported,terrestrial,Albian,0
105.3,99.6,Hadrosauropodus,-105.276665,39.93222,sandstone,coastal,Albian,0
113.0,100.5,Hadrosauropodus,-105.270279,40.014721,not reported,coastal,Albian,0
113.0,100.5,Hadrosauropodus,-105.257225,39.851665,not reported,coastal,Albian,0
113.0,100.5,Hadrosauropodus,-105.141113,39.652222,not reported,coastal,Albian,0
113.0,100.5,Hadrosauropodus,-105.084999,39.47361,sandstone,coastal,Albian,0
113.0,100.5,Hadrosauropodus,-104.830276,38.528332,not reported,terrestrial,Albian,0
113.0,100.5,Hadrosauropodus,-102.983192,36.995277,sandstone,fluvial,Albian,0
113.0,100.5,Hadrosauropodus,-102.78083,36.945,sandstone,fluvial,Albian,0
113.0,100.5,Hadrosauropodus,-104.841942,38.66861,not reported,terrestrial,Albian,0
109.0,93.5,Sauropelta,-108.409721,45.259998,mudstone,terrestrial,Albian,0
109.0,99.6,Choyrodon,108.397499,45.849724,sandstone,lacustrine,Albian,0
83.5,70.6,Protoceratops,103.30278,44.228333,sandstone,dune,Campanian,0
72.1,66.0,Saurolophus,100.011108,43.86639,siltstone,fine channel fill,Maastrichtian,0
70.6,66.0,Montanoceratops,-112.735832,48.858055,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Montanoceratops,-112.43222,48.699165,not reported,terrestrial,Maastrichtian,0
83.5,66.0,Triceratops,-107.192223,33.154167,sandstone,terrestrial,Campanian,0
201.3,199.3,Laquintasaura,-71.985558,8.137222,siltstone,terrestrial,Hettangian,0
83.5,70.6,Parasaurolophus,-108.0485,36.3148,not reported,terrestrial,Campanian,0
130.0,125.45,Hypsilophodon,-0.283333,40.816666,sandstone,estuary,Barremian,0
201.3,190.8,Lesothosaurus,27.799999,-30.616671,not reported,terrestrial,Sinemurian,0
109.0,99.6,Choyrodon,108.446671,45.830276,sandstone,fluvial-lacustrine,Albian,0
152.1,145.0,Stegosaurus,-108.774719,39.167778,sandstone,terrestrial,Tithonian,0
201.3,199.3,Anomoepus,-72.644188,42.197227,mudstone,lacustrine,Hettangian,0
125.0,100.5,Peloroplites,-110.106003,39.179001,mudstone,terrestrial,Albian,0
201.3,190.8,Stormbergia,27.799999,-30.616671,not reported,terrestrial,Sinemurian,0
201.3,190.8,Lesothosaurus,27.75,-30.35,not reported,terrestrial,Sinemurian,0
201.3,190.8,Lesothosaurus,27.367222,-28.984444,mudstone,floodplain,Sinemurian,0
201.3,190.8,Lesothosaurus,27.65,-30.4,sandstone,terrestrial,Sinemurian,0
201.3,190.8,Lesothosaurus,27.516666,-30.4,sandstone,terrestrial,Sinemurian,0
157.3,152.1,Hesperosaurus,-106.698891,44.348057,sandstone,terrestrial,Kimmeridgian,0
83.5,70.6,Centrosaurus,-111.507179,50.742241,mudstone,crevasse splay,Campanian,0
72.1,66.0,Triceratops,-107.083298,47.5667,siltstone,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-106.216698,47.599998,mudstone,terrestrial,Maastrichtian,0
72.1,66.0,Triceratops,-106.216698,47.6833,mudstone,terrestrial,Maastrichtian,0
70.6,66.0,Thescelosaurus,-106.3134,47.565201,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Augustynolophus,-120.692398,36.586498,shale,offshore,Maastrichtian,0
70.6,66.0,Augustynolophus,-120.692398,36.586498,shale,offshore,Maastrichtian,0
201.3,190.8,Lesothosaurus,27.25,-29.85,not reported,terrestrial,Sinemurian,0
83.5,70.6,Magnapaulia,-115.666664,30.166668,not reported,crevasse splay,Campanian,0
72.1,66.0,Edmontosaurus,-107.168404,47.537498,sandstone,terrestrial,Maastrichtian,0
70.6,66.0,Rhabdodon,5.3,43.383301,marl,lacustrine,Maastrichtian,0
83.5,70.6,Gryposaurus,-111.51458,50.739853,sandstone,terrestrial,Campanian,0
70.6,66.0,Edmontonia,-101.480698,45.668301,not reported,terrestrial,Maastrichtian,0
89.3,85.8,Macrogryphosaurus,-68.643997,-38.612,not reported,terrestrial,Coniacian,0
83.6,72.1,Tsintaosaurus,120.658951,36.886551,not reported,terrestrial,Campanian,0
83.6,72.1,Tanius,120.658951,36.886551,not reported,terrestrial,Campanian,0
83.6,72.1,Tsintaosaurus,120.658951,36.886551,not reported,terrestrial,Campanian,0
83.6,72.1,Tsintaosaurus,120.658951,36.886551,siliciclastic,terrestrial,Campanian,0
83.6,72.1,Tanius,120.767799,36.597801,not reported,terrestrial,Campanian,0
125.0,113.0,Psittacosaurus,119.666702,37.0667,claystone,terrestrial,Aptian,0
125.0,113.0,Psittacosaurus,120.7136,36.9758,claystone,terrestrial,Aptian,0
157.3,145.0,Stegosaurus,-106.356903,41.916302,not reported,wet floodplain,Tithonian,0
157.3,145.0,Stegosaurus,-106.310997,41.951698,not reported,channel,Tithonian,0
157.3,145.0,Camptosaurus,-106.145699,41.98,not reported,terrestrial,Tithonian,0
152.1,145.0,Stegosaurus,-110.687622,39.32399,mudstone,pond,Tithonian,0
201.3,199.3,Anomoepus,-74.325836,40.815277,mudstone,lacustrine,Hettangian,0
130.0,122.46,Jeholosaurus,120.913269,41.603352,tuff,fluvial,Barremian,0
130.0,122.46,Liaoningosaurus,123.438904,39.878601,not reported,fluvial-lacustrine,Barremian,0
130.0,122.46,Liaoceratops,120.913269,41.603352,tuff,fluvial,Barremian,0
130.0,122.46,Liaoceratops,124.683601,41.366402,not reported,fluvial,Barremian,0
93.5,70.6,Nanyangosaurus,112.879425,33.49781,mudstone,terrestrial,Campanian,0
83.5,70.6,Kritosaurus,-108.209099,36.271099,not reported,terrestrial,Campanian,0
157.3,145.0,Nanosaurus,-104.734001,44.458099,not reported,wet floodplain,Tithonian,0
83.5,70.6,Kritosaurus,-108.102501,36.294445,not reported,terrestrial,Campanian,0
83.5,70.6,Kritosaurus,-108.144447,36.270279,not reported,terrestrial,Campanian,0
157.3,152.1,Dinehichnus,-109.557777,37.021942,sandstone,fluvial,Kimmeridgian,0
157.3,145.0,Stegosaurus,-105.90976,42.155437,siltstone,channel,Tithonian,0
83.5,70.6,Parasaurolophus,-108.191299,36.242001,not reported,terrestrial,Campanian,0
155.7,145.0,Stegosaurus,-102.962776,36.903057,claystone,wet floodplain,Tithonian,0
83.5,70.6,Kritosaurus,-108.144447,36.270279,not reported,terrestrial,Campanian,0
157.3,145.0,Stegosaurus,-109.036133,39.200081,sandstone,channel,Tithonian,0
157.3,152.1,Camptosaurus,-109.036133,39.200081,sandstone,channel,Kimmeridgian,0
83.5,70.6,Kritosaurus,-107.768059,36.836388,not reported,terrestrial,Campanian,0
157.3,145.0,Stegosaurus,-108.647003,39.076099,sandstone,channel,Tithonian,0
157.3,145.0,Dryosaurus,-105.979721,41.893055,mudstone,levee,Tithonian,0
157.3,145.0,Nanosaurus,-105.979721,41.893055,not reported,terrestrial,Tithonian,0
157.3,145.0,Stegosaurus,-105.908501,42.152802,not reported,lacustrine,Tithonian,0
157.3,152.1,Stegosaurus,-107.779167,44.535557,sandstone,channel,Kimmeridgian,0
157.3,145.0,Stegosaurus,-106.021599,41.893101,mudstone,wet floodplain,Tithonian,0
157.3,145.0,Camptosaurus,-106.078903,41.878601,sandstone,wet floodplain,Tithonian,0
201.3,196.5,Anomoepus,20.5833,51.333302,sandstone,lagoonal,Sinemurian,0
201.3,196.5,Anomoepus,21.3333,50.883301,sandstone,deltaic,Sinemurian,0
201.3,196.5,Anomoepus,21.3333,50.883301,sandstone,fluvial,Sinemurian,0
201.3,196.5,Anomoepus,21.450001,50.849998,sandstone,delta plain,Sinemurian,0
86.3,83.6,Huehuecanauhtlus,-100.699997,19.049999,sandstone,terrestrial,Santonian,0
170.3,168.3,Yandusaurus,104.783302,29.4,not reported,terrestrial,Bajocian,0
70.6,66.0,Edmontosaurus,-104.5,43.0,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.5,43.0,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Edmontosaurus,-104.533302,43.233299,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.533302,43.233299,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.533302,43.166698,sandstone,terrestrial,Maastrichtian,0
70.6,66.0,Edmontosaurus,-104.5,43.0,not reported,terrestrial,Maastrichtian,0
